Word Frequencies:
ordered: 8
freed: 10
propped: 2
chalks: 2
successors: 4
allied: 12
spiderlike: 2
selfdrawing: 2
himlet: 2
thatbut: 2
goingout: 2
privity: 2
sickened: 2
grievingly: 2
consulting: 4
dashing: 4
aboded: 2
budded: 2
flawed: 4
safetythat: 2
fixeth: 2
secretary: 20
lessen: 4
venommouthed: 2
outworths: 2
temprance: 4
reviled: 2
selfmettle: 2
ipswich: 4
singe: 4
overrunning: 2
topproud: 2
motionsby: 2
founts: 4
july: 4
gravel: 6
treasonous: 6
bothfor: 2
infecting: 2
reciprocally: 2
suggests: 4
rinsing: 4
countcardinal: 2
treasoncharles: 2
wolseyhere: 2
menaced: 4
deals: 2
whitst: 2
confessor: 18
gilbert: 6
monk: 12
chartreux: 4
hopkins: 4
oergreat: 2
spanned: 2
darkning: 4
fullcharged: 2
confessions: 6
ushered: 4
unconsidered: 6
grievance: 12
loyalties: 2
reproaches: 4
bitterly: 18
putteron: 4
exactions: 6
taxations: 4
clothiers: 4
spinsters: 6
carders: 2
fullers: 2
weavers: 6
pertains: 8
exaction: 6
compels: 2
primer: 2
stint: 10
censurers: 2
newtrimmed: 2
interpreters: 4
carped: 2
statestatues: 2
contribution: 4
shire: 2
noised: 4
revokement: 2
training: 6
ravished: 28
listning: 10
minutehe: 2
trustof: 2
forerecited: 2
himevery: 2
speechthat: 2
henton: 4
laurence: 2
poultney: 2
londoners: 2
pausingly: 2
nors: 2
dukeshall: 2
damage: 12
failed: 4
lovells: 2
greenwich: 2
reproved: 2
bulmer: 2
retained: 2
mounting: 14
irresolute: 2
juggle: 2
unmanlyyet: 2
clotharius: 2
spavin: 2
springhalt: 2
monsieurs: 2
remnants: 6
pertaining: 2
fireworks: 2
abusing: 8
renouncing: 2
blistered: 4
types: 4
cum: 6
privilegio: 4
whoresons: 2
speeding: 8
fiddle: 4
converting: 8
r: 8
colts: 8
stump: 4
agoing: 2
wherewithal: 4
comptrollers: 2
dedicates: 4
entring: 2
welcomeyou: 2
digestion: 14
masquers: 8
habited: 12
gracefully: 2
unmasking: 6
bullens: 6
viscount: 2
rochford: 2
healths: 8
happened: 6
alleged: 4
examinations: 2
viva: 2
voce: 2
learnedly: 6
extremely: 18
womanish: 14
kildares: 2
attainder: 8
perniciously: 2
arraignment: 4
tipstaves: 2
numberless: 4
waterside: 2
undertakes: 8
bohun: 2
banister: 2
faithless: 8
archbishopric: 2
toledo: 2
ridden: 4
kingcardinal: 2
holily: 6
despairsand: 2
fashioned: 8
creed: 2
theyre: 30
pensively: 2
meditations: 8
talker: 4
haveathim: 2
conclave: 2
unpartial: 2
judging: 2
risehe: 2
heavns: 2
murmurers: 2
griped: 4
pang: 8
herby: 2
harmdoingo: 2
acquireafter: 2
panging: 2
severing: 4
perked: 2
spice: 6
hypocrisy: 12
eminence: 12
cheveril: 4
emballing: 2
caernarfonshire: 2
marchioness: 8
adds: 14
herefie: 2
fortunehave: 2
oncetis: 2
oermount: 2
foreskirt: 2
vergers: 2
wands: 4
asaph: 2
consistory: 8
scribe: 8
conformable: 4
contradicted: 2
unmatched: 8
implore: 14
fulfilled: 10
rectify: 6
session: 16
oertopping: 2
unthink: 2
humblemouthed: 2
meekness: 8
arrogancy: 2
domestics: 2
curtsies: 16
saintlike: 8
humblest: 4
earsfor: 2
unloosed: 2
satisfiedwhether: 2
fromt: 4
bayonne: 2
mary: 12
advertise: 4
legitimate: 16
dowager: 12
considerings: 2
aired: 4
gladded: 2
throe: 2
hulling: 2
daringst: 2
unsolicited: 6
primest: 2
paragoned: 2
adjourn: 2
meanwhile: 8
dilatory: 4
wellbeloved: 4
alongbreak: 2
orpheus: 8
hoods: 4
monks: 2
tanta: 2
erga: 2
mentis: 2
integritas: 2
regina: 2
serenissima: 2
willingst: 2
absolved: 4
ladybut: 2
himwhich: 2
fearwith: 2
beenfor: 2
greatnessgood: 2
friendless: 2
warned: 4
churchmens: 2
longlet: 2
friendsa: 2
heavn: 4
superstitious: 8
rewarded: 6
flatteries: 12
shipwrecked: 4
flourished: 4
fatherinlaw: 10
uncontemned: 2
himthough: 2
usi: 2
tangled: 6
unrecounted: 2
memorized: 2
wasps: 8
unhandled: 4
incense: 26
colleges: 2
cranmers: 2
spleeny: 2
lutheran: 2
hardruled: 2
archone: 2
crawled: 2
mastercord: 2
accumulated: 2
unwittingly: 4
stuffs: 8
outspeaks: 2
musings: 4
pared: 6
havings: 4
bounties: 10
showered: 2
allegiant: 2
illustrated: 2
horridyet: 2
opent: 6
reaped: 4
endsindeed: 2
popedom: 2
meridian: 2
exhalation: 4
asher: 2
winchesters: 2
maliceknow: 2
coarse: 4
eagerly: 6
sleek: 6
letterspatents: 2
wholl: 2
bewailing: 2
jury: 4
larks: 6
gleaning: 2
extortion: 2
packets: 4
sacring: 2
assent: 4
ego: 2
meus: 2
inscribed: 2
cassado: 2
ferrara: 2
innumerable: 2
legative: 2
praemunire: 2
tenements: 2
aripening: 2
nips: 6
bladders: 6
highblown: 2
weakhearted: 2
naturenot: 2
mention: 6
depths: 2
shoals: 2
aimst: 2
celebration: 12
dunstable: 2
ampthill: 2
choristers: 2
dorset: 64
demicoronal: 2
collars: 6
ss: 4
marshalship: 2
cinque: 4
adorned: 4
coronal: 2
countesses: 4
circlets: 2
broiling: 2
crowds: 2
stifled: 6
goodliest: 6
greatbellied: 4
woven: 8
makings: 2
confessors: 4
emblems: 2
choicest: 2
paced: 6
whitehall: 2
stokesley: 2
however: 26
ledst: 2
stepped: 6
roads: 4
leicester: 6
abbot: 18
covent: 2
unbounded: 4
ranking: 2
simony: 2
fairplay: 4
untruths: 6
undoubtedly: 2
fairspoken: 2
persuading: 6
unfinished: 4
blessedness: 6
chronicler: 2
bays: 8
vizards: 6
congee: 2
ceases: 10
welland: 4
avow: 4
liebut: 2
decent: 2
menthey: 2
embalm: 2
unqueened: 2
primero: 4
weightier: 6
grubbed: 2
remarked: 2
preferments: 4
siri: 6
thinki: 2
foreseeing: 2
personally: 6
suffrance: 8
gladding: 2
grievousi: 2
grievouscomplaints: 2
halidom: 4
endurance: 6
ween: 2
precipice: 2
charging: 6
vehemency: 6
kingdomget: 2
cherry: 18
unsayt: 2
councillor: 6
mong: 8
mannersas: 2
canterburys: 2
fleshfew: 2
angelsout: 2
misdemeaned: 2
chaplains: 2
informedwith: 2
heresies: 4
reformed: 6
uproars: 2
memories: 6
detests: 4
defacers: 2
nourishment: 8
juror: 2
sectary: 4
discovers: 12
arolling: 2
informations: 2
disciples: 2
spaniel: 14
manfew: 2
footboy: 4
godfather: 8
brotherlove: 2
larder: 2
switches: 2
christenings: 2
remaindercould: 2
samson: 12
guy: 2
colbrand: 4
cuckoldmaker: 4
chine: 4
dozens: 4
moorfields: 2
tool: 8
fornication: 8
christening: 8
doorhe: 2
brazier: 2
dogdays: 2
firedrake: 2
mortarpiece: 2
haberdashers: 2
pinked: 2
porringer: 4
combustion: 4
truncheoners: 2
broomstaff: 2
bitten: 2
tribulation: 2
limehouse: 2
patrum: 2
apieces: 4
baiting: 2
bombards: 2
marshalsea: 2
camlet: 2
godmother: 4
infantheaven: 2
ripeness: 4
saba: 2
starlike: 4
twobut: 2
weve: 2
naughtothers: 2
neitherthat: 2
edmundsbury: 8
neighborhood: 4
swinstead: 12
bigot: 32
hubert: 188
burgh: 2
faulconbridge: 46
halfbrother: 2
gurney: 10
louis: 90
limoges: 4
melun: 22
chatillion: 28
pandulph: 60
popes: 2
constance: 96
blanche: 46
alphonso: 4
castile: 2
executioners: 14
geoffreys: 12
poitiers: 6
usurpingly: 2
disallow: 2
controlment: 8
arbitrate: 10
judgd: 2
abbeys: 2
priories: 2
expeditions: 2
northamptonshire: 2
honourgiving: 2
curdelion: 6
pops: 2
curdelions: 4
affecteth: 2
examined: 8
halfface: 2
halffacd: 2
treat: 2
sojournd: 4
claimd: 2
dispossess: 8
roberts: 18
ridingrods: 2
eelskins: 2
stuffd: 20
threefarthings: 2
nob: 4
landless: 2
respective: 8
knightly: 12
sufficd: 2
catechize: 6
youthat: 4
absey: 2
apennines: 2
pyrenean: 2
po: 4
accoutrement: 4
footsteps: 2
ridingrobes: 2
womanpost: 2
motherhow: 2
unreverend: 6
scornst: 2
philipsparrowjames: 2
wellmarry: 2
handiwork: 6
conspired: 4
untoward: 4
basiliscolike: 2
disclaimd: 2
legitimation: 2
vehement: 12
seducd: 4
subjected: 4
aweless: 4
archduke: 2
forerunner: 6
palestine: 4
shadowing: 4
powerless: 2
whitefacd: 2
coops: 2
hedgd: 4
waterwalled: 2
resisting: 2
cull: 12
wade: 6
unadvisd: 4
motherqueen: 2
inconsiderate: 4
voluntaries: 2
spleens: 8
birthrights: 2
float: 4
interruption: 6
unlookdfor: 6
unexpected: 4
mounteth: 2
underwrought: 2
sequence: 8
geoffrey: 6
oermasterest: 2
supernal: 2
stains: 18
guardian: 10
skincoat: 2
sightly: 2
cracker: 2
deafs: 2
plum: 8
grandams: 6
heavenmoving: 2
bribd: 4
slanderer: 8
injurer: 2
dominations: 2
royalties: 18
sinconceiving: 2
plagued: 8
unadvised: 10
illtuned: 2
repetitions: 2
endamagement: 2
confronts: 2
dishabited: 2
painfully: 8
unscratchd: 2
threatened: 8
forwearied: 2
harbourage: 4
divinely: 4
downtrodden: 2
greens: 2
muzzled: 4
unvexd: 2
unhackd: 2
unbruisd: 2
spout: 10
roundure: 2
oldfacd: 2
harbourd: 2
circumference: 6
challengd: 4
rammd: 2
wellborn: 2
amenmount: 2
chevaliers: 2
oxhead: 2
regiments: 2
grovelling: 4
discolourd: 4
silverbright: 2
display: 10
purpled: 4
confronted: 8
overlooks: 4
justborne: 2
gracing: 2
fangs: 10
mousing: 4
undetermind: 2
potents: 2
fierykindled: 2
strongbarrd: 2
deposd: 2
scroyles: 2
securely: 14
industrious: 6
presences: 2
mutines: 2
conjointly: 4
sharpest: 6
soulfearing: 2
brawld: 2
incessantly: 2
unfenced: 2
smacks: 4
fairfacd: 4
fastclosed: 2
puppydogs: 2
bethumpd: 2
unsurd: 2
bloom: 4
congeal: 2
liable: 18
promotions: 6
formd: 4
infixed: 2
espy: 8
easly: 2
volquessen: 2
wellyoung: 2
marys: 4
solemnizd: 4
unprepared: 8
rounded: 10
purposechanger: 2
breakvow: 2
cheats: 2
smoothfacd: 2
tickling: 16
peised: 2
viledrawing: 2
allchanging: 2
clappd: 10
vileconcluded: 2
unattempted: 2
raileth: 2
misspoke: 2
misheard: 2
frighting: 6
husbandless: 2
peering: 10
confirmers: 2
againnot: 2
unpleasing: 12
prodigious: 14
patchd: 4
moles: 4
eyeoffending: 4
halfblown: 2
adulterates: 2
underbear: 2
supporter: 4
festival: 12
solemnize: 4
alchemist: 4
cloddy: 2
prodigiously: 2
seamen: 4
bargains: 8
beguild: 20
valueless: 2
ungodly: 2
soothst: 2
coldblooded: 2
calfsskin: 12
deputies: 2
milan: 88
stephen: 14
langton: 2
blaspheme: 6
sells: 4
cursd: 14
excommunicate: 4
archheretic: 2
disjoining: 2
tempts: 12
perplex: 2
deepsworn: 2
besmeard: 4
overstaind: 2
regreet: 8
unswear: 4
ordain: 4
formless: 4
orderless: 2
disjoin: 2
indirection: 4
newburnd: 2
weddingday: 18
braying: 2
forethought: 2
upholdeth: 2
denounce: 2
clocksetter: 2
oercast: 4
whirl: 6
dismember: 4
dearestvalud: 2
jeopardy: 2
austrias: 4
hovers: 2
boyphilip: 2
rescud: 2
abbots: 2
becks: 4
gauds: 8
brooded: 2
armado: 246
convicted: 2
disjoind: 4
oerbearing: 4
amiable: 14
odoriferous: 4
detestable: 12
vaulty: 8
fulsome: 10
smilst: 4
buss: 4
miserys: 2
produces: 2
glue: 2
tore: 12
repeats: 2
unbinds: 2
widowcomfort: 2
twicetold: 2
vexing: 2
accounts: 8
misplacd: 2
boisterously: 2
steeps: 2
evilly: 4
prodigies: 10
abortives: 2
denouncing: 2
prisonment: 4
unacquainted: 6
ransacking: 2
topful: 2
scruples: 10
practises: 2
dispiteous: 2
lien: 2
redhot: 6
stubbornhard: 2
hammerd: 4
huberts: 4
boistrousrough: 2
stonestill: 4
angerly: 6
annoyance: 10
undeservd: 2
repentant: 8
extends: 2
mercylacking: 2
longdfor: 2
rainbow: 6
taperlight: 4
garnish: 4
repeating: 2
unseasonable: 8
wellnoted: 2
disfigured: 4
startles: 6
newcrownd: 2
overbear: 4
indue: 2
mortalitys: 2
shears: 8
foulplay: 2
owd: 10
achievd: 8
clergymen: 6
travailld: 2
fantasied: 2
harshsounding: 4
ascensionday: 8
imprison: 6
newenkindled: 2
foreigners: 2
invasion: 4
sprightful: 2
beldams: 6
slippers: 4
embattailed: 2
rankd: 6
unwashd: 4
artificer: 2
urgest: 4
signd: 6
consequently: 6
bravd: 10
fleshly: 2
exteriorly: 2
dispossessd: 2
bestained: 2
preciousprincely: 2
bloodiest: 2
wildest: 8
walleyd: 2
unbegotten: 2
exampled: 2
toastingiron: 2
traded: 4
savours: 16
blacknay: 2
twisted: 6
grievously: 12
embounded: 2
scamble: 2
unowd: 2
proudswelling: 2
barepickd: 2
bone: 36
snarleth: 2
sickfalln: 2
cincture: 2
inflamd: 6
inundation: 8
mistemperd: 4
convertite: 4
casket: 32
threatner: 2
glister: 4
intendeth: 2
inglorious: 2
invasive: 2
cockerd: 2
perusing: 2
contemnd: 6
widowmaker: 2
clippeth: 2
unneighbourly: 2
silverly: 2
figurd: 4
himselfso: 2
metropolis: 2
highborn: 4
secondary: 4
chastisd: 4
enkindled: 6
halfconquerd: 2
underprop: 6
vive: 2
bankd: 2
glorified: 2
outlook: 2
limited: 18
wilfulopposite: 2
temporize: 6
harnessd: 4
unhaird: 2
boyish: 4
pigmy: 2
buckets: 4
wells: 6
pawns: 2
trunks: 8
hug: 12
swine: 24
vaults: 4
feebled: 2
aery: 6
souse: 2
neroes: 2
ripping: 2
palevisagd: 2
amazons: 10
thimbles: 2
gauntlets: 4
outscold: 2
brabbler: 4
bracd: 2
reverberate: 4
rattle: 2
welkins: 6
bareribbd: 2
badly: 2
wrackd: 14
goodwin: 4
stord: 4
unthread: 2
retaining: 2
resolveth: 2
daywearied: 2
untread: 4
oerlookd: 4
eyeaway: 2
tottring: 4
plantagenets: 4
eyeless: 12
escapd: 4
corruptibly: 2
dwellinghouse: 2
assaileth: 2
preyd: 4
fantasies: 8
cygnet: 2
chants: 6
organpipe: 4
elbowroom: 2
crumble: 2
tyrannize: 8
unreprievable: 2
scalded: 2
clod: 6
unwarily: 2
lordbut: 2
sinewed: 2
consummate: 8
spard: 2
everlastingly: 8
beforehand: 4
sardis: 12
aemilius: 30
cicero: 32
popilius: 14
lena: 6
casca: 148
trebonius: 34
ligarius: 30
decius: 52
metellus: 38
cimber: 24
cinna: 80
flavius: 130
marullus: 18
artemidorus: 16
sophist: 2
cnidos: 2
lucilius: 76
titinius: 76
messala: 98
cato: 24
volumnius: 26
varro: 30
clitus: 30
strato: 24
dardanius: 16
pindarus: 40
calphurnia: 30
portia: 358
cobbler: 16
mender: 2
cobble: 2
awl: 2
tradesmans: 2
neats: 6
blocks: 8
climbd: 2
livelong: 8
intermit: 2
exalted: 6
guiltiness: 18
lupercal: 4
fearfulness: 2
shriller: 2
ides: 14
veild: 4
conceptions: 2
behaviors: 2
cogitations: 2
laugher: 4
protester: 2
banqueting: 4
gusty: 2
chafing: 6
accoutred: 2
plunged: 6
stemming: 2
proposd: 6
applauses: 2
heapd: 6
underlings: 2
brookd: 2
chew: 4
villager: 4
chidden: 8
calphurnias: 4
sleekheaded: 2
fatter: 2
observer: 4
ashouting: 2
shouted: 4
puttingby: 2
refusd: 12
hooted: 4
nightcaps: 2
swooned: 4
fallingsickness: 4
tagrag: 2
forgave: 4
stabbd: 6
pulling: 4
obscurely: 4
rivd: 4
knotty: 4
foam: 8
incenses: 2
unscorchd: 2
glared: 2
annoying: 2
noonday: 2
shrieking: 10
strangedisposed: 2
disturbed: 8
menace: 6
submitting: 2
unbraced: 4
bard: 4
gliding: 2
preformed: 2
infusd: 4
airless: 2
retentive: 4
rubbish: 4
illuminate: 2
fleering: 2
noblestminded: 2
honourabledangerous: 2
praetors: 4
daylucius: 2
himthat: 2
disjoins: 2
climberupward: 2
attains: 2
upmost: 2
burneth: 10
whizzing: 2
sleepst: 8
instigations: 2
phantasma: 2
cavern: 2
interpose: 4
arises: 2
highsighted: 2
insuppressive: 2
particle: 4
improve: 2
sacrificers: 2
wrathfully: 2
purgers: 2
ingrafted: 2
stricken: 2
augurers: 4
oersway: 4
unicorns: 4
elephants: 2
untired: 4
honeyheavy: 2
y: 4
ungently: 6
stard: 4
insisted: 2
wafture: 2
rheumy: 2
unpurged: 2
appertain: 4
ruddy: 4
fatherd: 4
engagements: 2
charactery: 4
goodmorrow: 4
kerchief: 6
discard: 6
conjurd: 10
newfird: 2
recounts: 2
whelped: 4
yawnd: 2
hurtled: 2
shriek: 14
squeal: 2
predictions: 2
litterd: 2
consumd: 6
senatehouse: 6
spouts: 6
spouting: 2
bathd: 4
signifies: 8
tinctures: 2
expounded: 4
mayest: 6
bustling: 2
rears: 4
couchings: 2
preordinance: 2
thawd: 4
melteth: 4
lowcrooked: 2
repealing: 2
truefixd: 2
skies: 24
unnumberd: 2
unassailable: 2
catches: 10
brutethen: 2
pulpits: 2
pulpit: 10
abridgd: 4
elbows: 12
besmear: 4
boldest: 6
untrod: 2
untouchd: 2
misgiving: 2
conquests: 2
fulfill: 4
allalas: 2
bayd: 6
crimsond: 2
permission: 20
ruby: 4
cumber: 4
ranging: 4
oration: 18
rostrum: 2
enrolld: 2
extenuated: 2
withholds: 6
oershot: 4
nervii: 2
unkindly: 12
unkindest: 8
muffling: 2
flourishd: 4
revengeaboutseekburnfirekillslaylet: 2
ruffle: 10
willlets: 2
seventyfive: 2
drachmas: 4
arbors: 2
newplanted: 2
orchards: 4
forever: 10
recreate: 4
bang: 2
firebrands: 2
cascas: 2
legacies: 2
unmeritable: 4
errands: 4
proscription: 6
loads: 6
barrenspirited: 2
imitations: 2
stald: 2
combind: 6
surest: 4
describd: 2
pella: 2
sardians: 2
itching: 4
undeservers: 2
supporting: 2
abler: 2
stares: 8
thunderbolts: 4
connd: 4
yoked: 6
illtemperd: 4
vexeth: 2
overearnest: 2
cynic: 2
jigging: 2
outlawry: 2
proscriptions: 2
nimbleness: 2
grudgd: 2
fuller: 4
refreshd: 2
newadded: 2
encouragd: 2
brimfull: 2
increaseth: 4
omitted: 8
drowsily: 2
oerwatchd: 4
byandby: 4
breakst: 4
vanishes: 8
criedst: 4
honeyless: 2
stingless: 2
hackd: 8
fawnd: 4
redder: 2
avengd: 2
masker: 2
billow: 10
epicurus: 2
perchd: 2
gorging: 2
consorted: 16
demeanor: 2
notest: 2
freeman: 2
swordcaesar: 2
disconsolate: 2
melancholys: 2
conceivd: 6
engenderd: 4
wreath: 18
thassos: 2
funerals: 6
labeo: 2
overpowered: 2
statilius: 2
torchlight: 2
slaying: 2
meditates: 2
swordhilts: 2
tarrying: 8
stratocountrymen: 2
smatch: 2
stratocaesar: 2
lears: 8
albanys: 20
heath: 34
hovel: 16
farmhouse: 6
goneril: 162
regan: 212
cordelia: 132
albany: 140
cornwall: 156
edgar: 272
oswald: 112
curan: 14
tenant: 6
curiosity: 8
blushd: 8
roundwombed: 2
saucily: 6
darker: 6
conferring: 4
unburdend: 2
crawl: 4
dowers: 4
largest: 2
challengegoneril: 2
shadowy: 6
champains: 2
richd: 2
wideskirted: 2
perpetualwhat: 2
felicitate: 2
gonerilnow: 2
vines: 8
interessd: 2
exist: 4
paternal: 2
propinquity: 2
messes: 6
monthly: 4
fork: 6
reverse: 8
emptyhearted: 2
reverb: 2
hollowness: 6
apollo: 44
straind: 12
allot: 4
revokd: 2
rivalld: 2
littleseeming: 2
piecd: 4
unfriended: 6
dowerd: 2
strangerd: 2
tavert: 2
tacknowledge: 2
dismantle: 4
forevouchd: 2
glib: 8
speakthat: 2
soliciting: 6
thisa: 4
tardiness: 2
unspoke: 2
coldst: 2
dowerless: 4
waterish: 4
unprizd: 2
benison: 8
professed: 14
prescribe: 8
derides: 2
appertains: 2
slenderly: 2
soundest: 4
longengrafted: 2
waywardness: 2
kents: 2
moonshines: 4
fops: 2
prescribd: 2
gadedmund: 2
needed: 6
perusd: 8
oerlooking: 2
justification: 2
essay: 2
oldness: 2
revenuemy: 2
suspend: 4
auricular: 2
tenderly: 14
prediction: 6
machinations: 2
disquietly: 2
carefullyand: 2
foppery: 6
treachers: 2
predominance: 6
liars: 14
adulterers: 2
planetary: 4
evasion: 8
goatish: 2
ursa: 2
fut: 2
maidenliest: 2
twinkled: 2
bastardizing: 2
obedlamo: 2
fa: 12
sol: 10
mi: 10
unnaturalness: 2
dissolutions: 2
menaces: 2
maledictions: 2
diffidences: 2
dissipation: 2
cohorts: 2
breaches: 4
astronomical: 2
rageth: 2
slower: 6
suspects: 10
distaste: 8
checks: 18
defuse: 2
honesthearted: 4
fortyeight: 2
mongrel: 10
roundest: 2
ceremonious: 14
dependants: 6
rememberest: 2
pined: 8
trippd: 6
nuncle: 34
showest: 4
throwest: 2
inadoor: 2
tens: 2
unfeed: 2
counselld: 4
monopoly: 2
clovest: 2
borst: 2
foppish: 2
bopeep: 2
othing: 2
oboth: 2
frontlet: 2
crum: 2
shealed: 2
alllicensd: 2
nottobeendured: 2
hedgesparrow: 2
jug: 2
discernings: 2
lethargied: 2
deboshd: 2
epicurism: 2
disquantity: 2
besort: 4
sirprepare: 2
marblehearted: 2
seamonster: 4
wrenchd: 4
sterility: 2
teem: 6
disnaturd: 2
cadent: 2
channels: 4
fogs: 6
thuntented: 2
woundings: 2
flay: 2
counsela: 2
enguard: 2
thunfitness: 2
attaskd: 2
kibes: 4
slipshod: 2
crabs: 6
ithe: 6
takt: 2
perforcemonster: 2
hows: 10
earkissing: 2
watches: 10
comingpardon: 2
torchesso: 2
mumbling: 4
parricides: 2
latchd: 4
alarumd: 4
thencounter: 4
gasted: 2
founddispatchd: 2
conceals: 2
pight: 4
unpossessing: 2
reposal: 2
faithd: 2
potential: 6
thoffender: 2
godson: 2
cautions: 2
childlike: 4
threading: 2
darkeyd: 2
lipsbury: 2
pinfold: 4
eater: 8
threesuited: 2
hundredpound: 2
worstedstocking: 2
lilylivered: 2
actiontaking: 2
glassgazing: 2
superserviceable: 2
finical: 2
trunkinheriting: 2
pander: 8
bitch: 2
brazenfaced: 2
sop: 6
moonshine: 40
cullionly: 2
barbermonger: 2
shanksdraw: 2
disclaims: 2
stonecutter: 2
zed: 2
unbolted: 2
mortar: 2
jakes: 2
wagtail: 2
atwain: 4
intrince: 2
tunloose: 2
renege: 2
halcyon: 2
beaks: 4
epileptic: 2
sarum: 2
cackling: 4
camelot: 2
antipathy: 2
bluntness: 2
roughness: 2
corrupter: 4
sillyducking: 2
observants: 2
thallowance: 2
flickering: 2
dialect: 6
discommend: 2
misconstruction: 2
insulted: 2
worthied: 2
selfsubdud: 2
fleshment: 2
stocking: 2
contemnedst: 2
pilferings: 2
rubbd: 4
travelld: 6
fortunately: 6
enormous: 4
unusual: 12
elf: 4
knots: 18
persecutions: 2
numbd: 2
sprigs: 2
farms: 2
pelting: 14
sheepcotes: 2
mills: 2
bans: 6
turlygod: 2
summond: 4
meiny: 2
hysterica: 2
passio: 2
unremovable: 2
headier: 2
indisposd: 2
persuades: 12
remotion: 4
ands: 2
cockney: 4
eels: 4
paste: 10
knapped: 4
wantons: 10
buttered: 4
sepulchring: 2
adultress: 8
thatbeloved: 2
sharptoothd: 2
depravd: 2
qualityo: 2
discerns: 2
unsightly: 2
serpentlike: 2
vengeances: 2
lightnings: 4
blinding: 4
fensuckd: 2
tenderhefted: 2
harshness: 6
sizes: 4
childhood: 12
dues: 14
endowd: 4
stockd: 2
expiration: 6
dismissing: 2
abjure: 8
necessitys: 2
hotblooded: 4
squirelike: 2
sumpter: 2
boil: 16
thunderbearer: 2
highjudging: 2
dangeri: 2
guardians: 2
depositaries: 2
wellfavourd: 2
waterdrops: 8
shalli: 2
weepo: 2
schoolmasters: 8
unquietly: 2
bove: 8
outscorn: 2
toandfroconflicting: 2
cubdrawn: 2
bellypinched: 2
fur: 4
unbonneted: 4
outjest: 2
heartstruck: 2
speculations: 2
intelligent: 8
snuffs: 2
packings: 2
furnishings: 2
bannernow: 2
bemadding: 2
outwall: 2
cataracts: 2
hurricanoes: 2
drenchd: 6
thoughtexecuting: 2
vauntcouriers: 2
oakcleaving: 2
allshaking: 2
rotundity: 2
moulds: 4
germens: 4
holywater: 2
rainwater: 2
pities: 12
rumble: 2
subscription: 2
highengenderd: 2
headpiece: 4
codpiece: 14
louse: 4
gallow: 2
wanderers: 2
bursts: 2
pudder: 2
undivulged: 2
unwhippd: 2
guilts: 2
concealing: 8
summoners: 2
sinnd: 8
sinning: 2
inreturn: 2
raineth: 12
malt: 2
tutors: 10
heretics: 4
cutpurses: 4
nighttis: 2
spokeni: 2
contentious: 6
invades: 4
thoudst: 26
ponder: 2
houseless: 4
unfed: 2
loopd: 2
windowd: 2
raggedness: 2
superflux: 2
grumble: 4
ford: 560
whirlpool: 2
bog: 4
pew: 2
trotting: 6
fourinched: 2
acold: 10
whirlwinds: 6
starblasting: 2
vexes: 2
thereand: 2
pendulous: 2
pillicock: 4
alow: 6
loo: 12
outparamourd: 2
hog: 12
greediness: 8
brothels: 2
plackets: 6
lenders: 2
suum: 4
mun: 2
sessa: 6
wool: 6
sophisticated: 2
unaccommodated: 2
lendings: 4
unbutton: 2
lechers: 6
flibbertigibbet: 4
curfew: 8
squints: 2
harelip: 4
mildews: 2
swithold: 2
nightmare: 2
ninefold: 2
alight: 4
aroint: 6
swimming: 4
frog: 6
todpole: 2
wallnewt: 2
cowdung: 2
ditchdog: 2
tithing: 4
stocked: 2
smulkin: 2
modo: 4
mahu: 4
tobey: 2
injunction: 6
venturd: 2
theban: 6
vermin: 2
tunsettle: 2
outlawd: 2
crazd: 6
athenian: 76
stillfie: 2
fum: 2
provoking: 4
reproveable: 2
detector: 2
frateretto: 2
angler: 2
hissing: 6
tameness: 4
sapient: 2
shefoxes: 2
bessy: 2
hoppedance: 2
croak: 4
robed: 2
sleepest: 4
wakest: 2
minikin: 2
purr: 2
boasted: 4
trey: 2
blanch: 2
mastiff: 2
bobtail: 2
trundletail: 2
wakes: 38
persian: 4
balmd: 4
oerskip: 2
portable: 6
childed: 2
fathered: 2
repeals: 6
festinate: 2
questrists: 2
wellarmed: 2
corky: 2
unmerciful: 2
guessingly: 2
boarish: 2
hellblack: 2
endurd: 14
buoyd: 2
howld: 6
cruels: 2
overtake: 14
helpo: 2
enkindle: 4
unbind: 6
roguish: 2
whites: 4
unsubstantial: 4
mutations: 2
stumbled: 8
beggarman: 2
